title,authors,paper_link,supplementary_link,arxiv_link
Seeing the Unseen: Visual Common Sense for Semantic Placement,"Ram Ramrakhya,



Aniruddha Kembhavi,



Dhruv Batra,



Zsolt Kira,



Kuo-Hao Zeng,



Luca Weihs",,,
Texture-Preserving Diffusion Models for High-Fidelity Virtual Try-On,"Xu Yang,



Changxing Ding,



Zhibin Hong,



Junhao Huang,



Jin Tao,



Xiangmin Xu",,,
PracticalDG: Perturbation Distillation on Vision-Language Models for Hybrid Domain Generalization,"Zining Chen,



Weiqiu Wang,



Zhicheng Zhao,



Fei Su,



Aidong Men,



Hongying Meng",,,
SODA: Bottleneck Diffusion Models for Representation Learning,"Drew A. Hudson,



Daniel Zoran,



Mateusz Malinowski,



Andrew K. Lampinen,



Andrew Jaegle,



James L. McClelland,



Loic Matthey,



Felix Hill,



Alexander Lerchner",,,
Towards Robust Event-guided Low-Light Image Enhancement: A Large-Scale Real-World Event-Image Dataset and Novel Approach,"Guoqiang Liang,



Kanghao Chen,



Hangyu Li,



Yunfan Lu,



Lin Wang",,,
Zero-Reference Low-Light Enhancement via Physical Quadruple Priors,"Wenjing Wang,



Huan Yang,



Jianlong Fu,



Jiaying Liu",,,
LLaMA-Excitor: General Instruction Tuning via Indirect Feature Interaction,"Bo Zou,



Chao Yang,



Yu Qiao,



Chengbin Quan,



Youjian Zhao",,,
NeRFCodec: Neural Feature Compression Meets Neural Radiance Fields for Memory-Efficient Scene Representation,"Sicheng Li,



Hao Li,



Yiyi Liao,



Lu Yu",,,
From a Bird's Eye View to See: Joint Camera and Subject Registration without the Camera Calibration,"Zekun Qian,



Ruize Han,



Wei Feng,



Song Wang",,,
Steerers: A Framework for Rotation Equivariant Keypoint Descriptors,"Georg Bökman,



Johan Edstedt,



Michael Felsberg,



Fredrik Kahl",,,
Efficient Dataset Distillation via Minimax Diffusion,"Jianyang Gu,



Saeed Vahidian,



Vyacheslav Kungurtsev,



Haonan Wang,



Wei Jiang,



Yang You,



Yiran Chen",,,
Posterior Distillation Sampling,"Juil Koo,



Chanho Park,



Minhyuk Sung",,,
HOISDF: Constraining 3D Hand-Object Pose Estimation with Global Signed Distance Fields,"Haozhe Qi,



Chen Zhao,



Mathieu Salzmann,



Alexander Mathis",,,
Enhancing Video Super-Resolution via Implicit Resampling-based Alignment,"Kai Xu,



Ziwei Yu,



Xin Wang,



Michael Bi Mi,



Angela Yao",,,
DiffPortrait3D: Controllable Diffusion for Zero-Shot Portrait View Synthesis,"Yuming Gu,



Hongyi Xu,



You Xie,



Guoxian Song,



Yichun Shi,



Di Chang,



Jing Yang,



Linjie Luo",,,
Rethinking Transformers Pre-training for Multi-Spectral Satellite Imagery,"Mubashir Noman,



Muzammal Naseer,



Hisham Cholakkal,



Rao Muhammad Anwer,



Salman Khan,



Fahad Shahbaz Khan",,,
LLM4SGG: Large Language Models for Weakly Supervised Scene Graph Generation,"Kibum Kim,



Kanghoon Yoon,



Jaehyeong Jeon,



Yeonjun In,



Jinyoung Moon,



Donghyun Kim,



Chanyoung Park",,,
Parameter Efficient Fine-tuning via Cross Block Orchestration for Segment Anything Model,"Zelin Peng,



Zhengqin Xu,



Zhilin Zeng,



Lingxi Xie,



Qi Tian,



Wei Shen",,,
Neural Directional Encoding for Efficient and Accurate View-Dependent Appearance Modeling,"Liwen Wu,



Sai Bi,



Zexiang Xu,



Fujun Luan,



Kai Zhang,



Iliyan Georgiev,



Kalyan Sunkavalli,



Ravi Ramamoorthi",,,
Masked and Shuffled Blind Spot Denoising for Real-World Images,"Hamadi Chihaoui,



Paolo Favaro",,,
Label Propagation for Zero-shot Classification with Vision-Language Models,"Vladan Stojni?,



Yannis Kalantidis,



Giorgos Tolias",,,
DiffusionAvatars: Deferred Diffusion for High-fidelity 3D Head Avatars,"Tobias Kirschstein,



Simon Giebenhain,



Matthias Nießner",,,
Data-Free Quantization via Pseudo-label Filtering,"Chunxiao Fan,



Ziqi Wang,



Dan Guo,



Meng Wang",,,
Revisiting Global Translation Estimation with Feature Tracks,"Peilin Tao,



Hainan Cui,



Mengqi Rong,



Shuhan Shen",,,
Open-Set Domain Adaptation for Semantic Segmentation,"Seun-An Choe,



Ah-Hyung Shin,



Keon-Hee Park,



Jinwoo Choi,



Gyeong-Moon Park",,,
Generative Powers of Ten,"Xiaojuan Wang,



Janne Kontkanen,



Brian Curless,



Steven M. Seitz,



Ira Kemelmacher-Shlizerman,



Ben Mildenhall,



Pratul Srinivasan,



Dor Verbin,



Aleksander Holynski",,,
H-ViT: A Hierarchical Vision Transformer for Deformable Image Registration,"Morteza Ghahremani,



Mohammad Khateri,



Bailiang Jian,



Benedikt Wiestler,



Ehsan Adeli,



Christian Wachinger",,,
Sculpting Holistic 3D Representation in Contrastive Language-Image-3D Pre-training,"Yipeng Gao,



Zeyu Wang,



Wei-Shi Zheng,



Cihang Xie,



Yuyin Zhou",,,
Probing Synergistic High-Order Interaction in Infrared and Visible Image Fusion,"Naishan Zheng,



Man Zhou,



Jie Huang,



Junming Hou,



Haoying Li,



Yuan Xu,



Feng Zhao",,,
VideoLLM-online: Online Video Large Language Model for Streaming Video,"Joya Chen,



Zhaoyang Lv,



Shiwei Wu,



Kevin Qinghong Lin,



Chenan Song,



Difei Gao,



Jia-Wei Liu,



Ziteng Gao,



Dongxing Mao,



Mike Zheng Shou",,,
Text-conditional Attribute Alignment across Latent Spaces for 3D Controllable Face Image Synthesis,"Feifan Xu,



Rui Li,



Si Wu,



Yong Xu,



Hau San Wong",,,
ESCAPE: Encoding Super-keypoints for Category-Agnostic Pose Estimation,"Khoi Duc Nguyen,



Chen Li,



Gim Hee Lee",,,
Correcting Diffusion Generation through Resampling,"Yujian Liu,



Yang Zhang,



Tommi Jaakkola,



Shiyu Chang",,,
Towards Better Vision-Inspired Vision-Language Models,"Yun-Hao Cao,



Kaixiang Ji,



Ziyuan Huang,



Chuanyang Zheng,



Jiajia Liu,



Jian Wang,



Jingdong Chen,



Ming Yang",,,
VSRD: Instance-Aware Volumetric Silhouette Rendering for Weakly Supervised 3D Object Detection,"Zihua Liu,



Hiroki Sakuma,



Masatoshi Okutomi",,,
RILA: Reflective and Imaginative Language Agent for Zero-Shot Semantic Audio-Visual Navigation,"Zeyuan Yang,



Jiageng Liu,



Peihao Chen,



Anoop Cherian,



Tim K. Marks,



Jonathan Le Roux,



Chuang Gan",,,
Endow SAM with Keen Eyes: Temporal-spatial Prompt Learning for Video Camouflaged Object Detection,"Wenjun Hui,



Zhenfeng Zhu,



Shuai Zheng,



Yao Zhao",,,
TULIP: Multi-camera 3D Precision Assessment of Parkinson's Disease,"Kyungdo Kim,



Sihan Lyu,



Sneha Mantri,



Timothy W. Dunn",,,
HybridNeRF: Efficient Neural Rendering via Adaptive Volumetric Surfaces,"Haithem Turki,



Vasu Agrawal,



Samuel Rota Bulò,



Lorenzo Porzi,



Peter Kontschieder,



Deva Ramanan,



Michael Zollhöfer,



Christian Richardt",,,
AirPlanes: Accurate Plane Estimation via 3D-Consistent Embeddings,"Jamie Watson,



Filippo Aleotti,



Mohamed Sayed,



Zawar Qureshi,



Oisin Mac Aodha,



Gabriel Brostow,



Michael Firman,



Sara Vicente",,,
Forgery-aware Adaptive Transformer for Generalizable Synthetic Image Detection,"Huan Liu,



Zichang Tan,



Chuangchuang Tan,



Yunchao Wei,



Jingdong Wang,



Yao Zhao",,,
PostureHMR: Posture Transformation for 3D Human Mesh Recovery,"Yu-Pei Song,



Xiao Wu,



Zhaoquan Yuan,



Jian-Jun Qiao,



Qiang Peng",,,
Blur2Blur: Blur Conversion for Unsupervised Image Deblurring on Unknown Domains,"Bang-Dang Pham,



Phong Tran,



Anh Tran,



Cuong Pham,



Rang Nguyen,



Minh Hoai",,,
Dynamic Adapter Meets Prompt Tuning: Parameter-Efficient Transfer Learning for Point Cloud Analysis,"Xin Zhou,



Dingkang Liang,



Wei Xu,



Xingkui Zhu,



Yihan Xu,



Zhikang Zou,



Xiang Bai",,,
Exploring Vision Transformers for 3D Human Motion-Language Models with Motion Patches,"Qing Yu,



Mikihiro Tanaka,



Kent Fujiwara",,,
Motion-adaptive Separable Collaborative Filters for Blind Motion Deblurring,"Chengxu Liu,



Xuan Wang,



Xiangyu Xu,



Ruhao Tian,



Shuai Li,



Xueming Qian,



Ming-Hsuan Yang",,,
DART: Implicit Doppler Tomography for Radar Novel View Synthesis,"Tianshu Huang,



John Miller,



Akarsh Prabhakara,



Tao Jin,



Tarana Laroia,



Zico Kolter,



Anthony Rowe",,,
Wonder3D: Single Image to 3D using Cross-Domain Diffusion,"Xiaoxiao Long,



Yuan-Chen Guo,



Cheng Lin,



Yuan Liu,



Zhiyang Dou,



Lingjie Liu,



Yuexin Ma,



Song-Hai Zhang,



Marc Habermann,



Christian Theobalt,



Wenping Wang",,,
Genuine Knowledge from Practice: Diffusion Test-Time Adaptation for Video Adverse Weather Removal,"Yijun Yang,



Hongtao Wu,



Angelica I. Aviles-Rivero,



Yulun Zhang,



Jing Qin,



Lei Zhu",,,
Gradient-based Parameter Selection for Efficient Fine-Tuning,"Zhi Zhang,



Qizhe Zhang,



Zijun Gao,



Renrui Zhang,



Ekaterina Shutova,



Shiji Zhou,



Shanghang Zhang",,,
Clustering for Protein Representation Learning,"Ruijie Quan,



Wenguan Wang,



Fan Ma,



Hehe Fan,



Yi Yang",,,
CorrMatch: Label Propagation via Correlation Matching for Semi-Supervised Semantic Segmentation,"Boyuan Sun,



Yuqi Yang,



Le Zhang,



Ming-Ming Cheng,



Qibin Hou",,,
Estimating Extreme 3D Image Rotations using Cascaded Attention,"Shay Dekel,



Yosi Keller,



Martin Cadik",,,
RichDreamer: A Generalizable Normal-Depth Diffusion Model for Detail Richness in Text-to-3D,"Lingteng Qiu,



Guanying Chen,



Xiaodong Gu,



Qi Zuo,



Mutian Xu,



Yushuang Wu,



Weihao Yuan,



Zilong Dong,



Liefeng Bo,



Xiaoguang Han",,,
Adapt or Perish: Adaptive Sparse Transformer with Attentive Feature Refinement for Image Restoration,"Shihao Zhou,



Duosheng Chen,



Jinshan Pan,



Jinglei Shi,



Jufeng Yang",,,
VINECS: Video-based Neural Character Skinning,"Zhouyingcheng Liao,



Vladislav Golyanik,



Marc Habermann,



Christian Theobalt",,,
Zero-shot Referring Expression Comprehension via Structural Similarity Between Images and Captions,"Zeyu Han,



Fangrui Zhu,



Qianru Lao,



Huaizu Jiang",,,
Domain Prompt Learning with Quaternion Networks,"Qinglong Cao,



Zhengqin Xu,



Yuntian Chen,



Chao Ma,



Xiaokang Yang",,,
BEHAVIOR Vision Suite: Customizable Dataset Generation via Simulation,"Yunhao Ge,



Yihe Tang,



Jiashu Xu,



Cem Gokmen,



Chengshu Li,



Wensi Ai,



Benjamin Jose Martinez,



Arman Aydin,



Mona Anvari,



Ayush K Chakravarthy,



Hong-Xing Yu,



Josiah Wong,



Sanjana Srivastava,



Sharon Lee,



Shengxin Zha,



Laurent Itti,



Yunzhu Li,



Roberto Martín-Martín,



Miao Liu,



Pengchuan Zhang,



Ruohan Zhang,



Li Fei-Fei,



Jiajun Wu",,,
Triplane Meets Gaussian Splatting: Fast and Generalizable Single-View 3D Reconstruction with Transformers,"Zi-Xin Zou,



Zhipeng Yu,



Yuan-Chen Guo,



Yangguang Li,



Ding Liang,



Yan-Pei Cao,



Song-Hai Zhang",,,
WateRF: Robust Watermarks in Radiance Fields for Protection of Copyrights,"Youngdong Jang,



Dong In Lee,



MinHyuk Jang,



Jong Wook Kim,



Feng Yang,



Sangpil Kim",,,
Gaussian-Flow: 4D Reconstruction with Dynamic 3D Gaussian Particle,"Youtian Lin,



Zuozhuo Dai,



Siyu Zhu,



Yao Yao",,,
Your Student is Better Than Expected: Adaptive Teacher-Student Collaboration for Text-Conditional Diffusion Models,"Nikita Starodubcev,



Dmitry Baranchuk,



Artem Fedorov,



Artem Babenko",,,
DiVAS: Video and Audio Synchronization with Dynamic Frame Rates,"Clara Fernandez-Labrador,



Mertcan Akçay,



Eitan Abecassis,



Joan Massich,



Christopher Schroers",,,
SHViT: Single-Head Vision Transformer with Memory Efficient Macro Design,"Seokju Yun,



Youngmin Ro",,,
HDRFlow: Real-Time HDR Video Reconstruction with Large Motions,"Gangwei Xu,



Yujin Wang,



Jinwei Gu,



Tianfan Xue,



Xin Yang",,,
SPIDeRS: Structured Polarization for Invisible Depth and Reflectance Sensing,"Tomoki Ichikawa,



Shohei Nobuhara,



Ko Nishino",,,
SuperNormal: Neural Surface Reconstruction via Multi-View Normal Integration,"Xu Cao,



Takafumi Taketomi",,,
Instance-aware Contrastive Learning for Occluded Human Mesh Reconstruction,"Mi-Gyeong Gwon,



Gi-Mun Um,



Won-Sik Cheong,



Wonjun Kim",,,
ADFactory: An Effective Framework for Generalizing Optical Flow with NeRF,"Han Ling,



Quansen Sun,



Yinghui Sun,



Xian Xu,



Xinfeng Li",,,
Robust Noisy Correspondence Learning with Equivariant Similarity Consistency,"Yuchen Yang,



Likai Wang,



Erkun Yang,



Cheng Deng",,,
CommonCanvas: Open Diffusion Models Trained on Creative-Commons Images,"Aaron Gokaslan,



A. Feder Cooper,



Jasmine Collins,



Landan Seguin,



Austin Jacobson,



Mihir Patel,



Jonathan Frankle,



Cory Stephenson,



Volodymyr Kuleshov",,,
Prompt-Driven Referring Image Segmentation with Instance Contrasting,"Chao Shang,



Zichen Song,



Heqian Qiu,



Lanxiao Wang,



Fanman Meng,



Hongliang Li",,,
Image Sculpting: Precise Object Editing with 3D Geometry Control,"Jiraphon Yenphraphai,



Xichen Pan,



Sainan Liu,



Daniele Panozzo,



Saining Xie",,,
Compositional Video Understanding with Spatiotemporal Structure-based Transformers,"Hoyeoung Yun,



Jinwoo Ahn,



Minseo Kim,



Eun-Sol Kim",,,
3D LiDAR Mapping in Dynamic Environments using a 4D Implicit Neural Representation,"Xingguang Zhong,



Yue Pan,



Cyrill Stachniss,



Jens Behley",,,
What When and Where? Self-Supervised Spatio-Temporal Grounding in Untrimmed Multi-Action Videos from Narrated Instructions,"Brian Chen,



Nina Shvetsova,



Andrew Rouditchenko,



Daniel Kondermann,



Samuel Thomas,



Shih-Fu Chang,



Rogerio Feris,



James Glass,



Hilde Kuehne",,,
FoundationPose: Unified 6D Pose Estimation and Tracking of Novel Objects,"Bowen Wen,



Wei Yang,



Jan Kautz,



Stan Birchfield",,,
How Far Can We Compress Instant-NGP-Based NeRF?,"Yihang Chen,



Qianyi Wu,



Mehrtash Harandi,



Jianfei Cai",,,
PFStorer: Personalized Face Restoration and Super-Resolution,"Tuomas Varanka,



Tapani Toivonen,



Soumya Tripathy,



Guoying Zhao,



Erman Acar",,,
TextureDreamer: Image-Guided Texture Synthesis Through Geometry-Aware Diffusion,"Yu-Ying Yeh,



Jia-Bin Huang,



Changil Kim,



Lei Xiao,



Thu Nguyen-Phuoc,



Numair Khan,



Cheng Zhang,



Manmohan Chandraker,



Carl S Marshall,



Zhao Dong,



Zhengqin Li",,,
Boosting Image Quality Assessment through Efficient Transformer Adaptation with Local Feature Enhancement,"Kangmin Xu,



Liang Liao,



Jing Xiao,



Chaofeng Chen,



Haoning Wu,



Qiong Yan,



Weisi Lin",,,
Hyperbolic Anomaly Detection,"Huimin Li,



Zhentao Chen,



Yunhao Xu,



Junlin Hu",,,
VLP: Vision Language Planning for Autonomous Driving,"Chenbin Pan,



Burhaneddin Yaman,



Tommaso Nesti,



Abhirup Mallik,



Alessandro G Allievi,



Senem Velipasalar,



Liu Ren",,,
Attention Calibration for Disentangled Text-to-Image Personalization,"Yanbing Zhang,



Mengping Yang,



Qin Zhou,



Zhe Wang",,,
ProMark: Proactive Diffusion Watermarking for Causal Attribution,"Vishal Asnani,



John Collomosse,



Tu Bui,



Xiaoming Liu,



Shruti Agarwal",,,
One-Shot Structure-Aware Stylized Image Synthesis,"Hansam Cho,



Jonghyun Lee,



Seunggyu Chang,



Yonghyun Jeong",,,
GPT4Point: A Unified Framework for Point-Language Understanding and Generation,"Zhangyang Qi,



Ye Fang,



Zeyi Sun,



Xiaoyang Wu,



Tong Wu,



Jiaqi Wang,



Dahua Lin,



Hengshuang Zhao",,,
SemCity: Semantic Scene Generation with Triplane Diffusion,"Jumin Lee,



Sebin Lee,



Changho Jo,



Woobin Im,



Juhyeong Seon,



Sung-Eui Yoon",,,
Improving Semantic Correspondence with Viewpoint-Guided Spherical Maps,"Octave Mariotti,



Oisin Mac Aodha,



Hakan Bilen",,,
MR-VNet: Media Restoration using Volterra Networks,"Siddharth Roheda,



Amit Unde,



Loay Rashid",,,
Dual Memory Networks: A Versatile Adaptation Approach for Vision-Language Models,"Yabin Zhang,



Wenjie Zhu,



Hui Tang,



Zhiyuan Ma,



Kaiyang Zhou,



Lei Zhang",,,
Single Mesh Diffusion Models with Field Latents for Texture Generation,"Thomas W. Mitchel,



Carlos Esteves,



Ameesh Makadia",,,
LION: Empowering Multimodal Large Language Model with Dual-Level Visual Knowledge,"Gongwei Chen,



Leyang Shen,



Rui Shao,



Xiang Deng,



Liqiang Nie",,,
Learning to Select Views for Efficient Multi-View Understanding,"Yunzhong Hou,



Stephen Gould,



Liang Zheng",,,
Consistency and Uncertainty: Identifying Unreliable Responses From Black-Box Vision-Language Models for Selective Visual Question Answering,"Zaid Khan,



Yun Fu",,,
SAI3D: Segment Any Instance in 3D Scenes,"Yingda Yin,



Yuzheng Liu,



Yang Xiao,



Daniel Cohen-Or,



Jingwei Huang,



Baoquan Chen",,,
Implicit Motion Function,"Yue Gao,



Jiahao Li,



Lei Chu,



Yan Lu",,,
Unified Entropy Optimization for Open-Set Test-Time Adaptation,"Zhengqing Gao,



Xu-Yao Zhang,



Cheng-Lin Liu",,,
TexOct: Generating Textures of 3D Models with Octree-based Diffusion,"Jialun Liu,



Chenming Wu,



Xinqi Liu,



Xing Liu,



Jinbo Wu,



Haotian Peng,



Chen Zhao,



Haocheng Feng,



Jingtuo Liu,



Errui Ding",,,
Anatomically Constrained Implicit Face Models,"Prashanth Chandran,



Gaspard Zoss",,,
Expandable Subspace Ensemble for Pre-Trained Model-Based Class-Incremental Learning,"Da-Wei Zhou,



Hai-Long Sun,



Han-Jia Ye,



De-Chuan Zhan",,,
Capturing Closely Interacted Two-Person Motions with Reaction Priors,"Qi Fang,



Yinghui Fan,



Yanjun Li,



Junting Dong,



Dingwei Wu,



Weidong Zhang,



Kang Chen",,,
RobustSAM: Segment Anything Robustly on Degraded Images,"Wei-Ting Chen,



Yu-Jiet Vong,



Sy-Yen Kuo,



Sizhou Ma,



Jian Wang",,,
MultiDiff: Consistent Novel View Synthesis from a Single Image,"Norman Müller,



Katja Schwarz,



Barbara Rössle,



Lorenzo Porzi,



Samuel Rota Bulò,



Matthias Nießner,



Peter Kontschieder",,,
In-N-Out: Faithful 3D GAN Inversion with Volumetric Decomposition for Face Editing,"Yiran Xu,



Zhixin Shu,



Cameron Smith,



Seoung Wug Oh,



Jia-Bin Huang",,,
Atom-Level Optical Chemical Structure Recognition with Limited Supervision,"Martijn Oldenhof,



Edward De Brouwer,



Adam Arany,



Yves Moreau",,,
L4D-Track: Language-to-4D Modeling Towards 6-DoF Tracking and Shape Reconstruction in 3D Point Cloud Stream,"Jingtao Sun,



Yaonan Wang,



Mingtao Feng,



Yulan Guo,



Ajmal Mian,



Mike Zheng Shou",,,
General Point Model Pretraining with Autoencoding and Autoregressive,"Zhe Li,



Zhangyang Gao,



Cheng Tan,



Bocheng Ren,



Laurence T. Yang,



Stan Z. Li",,,
Combining Frame and GOP Embeddings for Neural Video Representation,"Jens Eirik Saethre,



Roberto Azevedo,



Christopher Schroers",,,
LiDAR-based Person Re-identification,"Wenxuan Guo,



Zhiyu Pan,



Yingping Liang,



Ziheng Xi,



Zhicheng Zhong,



Jianjiang Feng,



Jie Zhou",,,
Fantastic Animals and Where to Find Them: Segment Any Marine Animal with Dual SAM,"Pingping Zhang,



Tianyu Yan,



Yang Liu,



Huchuan Lu",,,
Seeing and Hearing: Open-domain Visual-Audio Generation with Diffusion Latent Aligners,"Yazhou Xing,



Yingqing He,



Zeyue Tian,



Xintao Wang,



Qifeng Chen",,,
Model Adaptation for Time Constrained Embodied Control,"Jaehyun Song,



Minjong Yoo,



Honguk Woo",,,
Objects as Volumes: A Stochastic Geometry View of Opaque Solids,"Bailey Miller,



Hanyu Chen,



Alice Lai,



Ioannis Gkioulekas",,,
ActiveDC: Distribution Calibration for Active Finetuning,"Wenshuai Xu,



Zhenghui Hu,



Yu Lu,



Jinzhou Meng,



Qingjie Liu,



Yunhong Wang",,,
Seeing Unseen: Discover Novel Biomedical Concepts via Geometry-Constrained Probabilistic Modeling,"Jianan Fan,



Dongnan Liu,



Hang Chang,



Heng Huang,



Mei Chen,



Weidong Cai",,,
MVHumanNet: A Large-scale Dataset of Multi-view Daily Dressing Human Captures,"Zhangyang Xiong,



Chenghong Li,



Kenkun Liu,



Hongjie Liao,



Jianqiao Hu,



Junyi Zhu,



Shuliang Ning,



Lingteng Qiu,



Chongjie Wang,



Shijie Wang,



Shuguang Cui,



Xiaoguang Han",,,
